       t                  x1                  x2
178.0000        1.5662098858        1.0924598536
178.5000        1.5755520566        1.0944133383
179.0000        1.5848915086        1.0963653346
179.5000        1.5942282466        1.0983158464
180.0000        1.6035622776        1.1002648754
180.5000        1.6128936104        1.1022124213
181.0000        1.6222222551        1.1041584827
181.5000        1.6315482219        1.1061030576
182.0000        1.6408715212        1.1080461442
182.5000        1.6501921620        1.1099877413
183.0000        1.6595100879        1.1119278363
183.5000        1.6688247352        1.1138663833
184.0000        1.6781366349        1.1158035518
184.5000        1.6874457815        1.1177393542
185.0000        1.6967521693        1.1196738030
185.5000        1.7060557921        1.1216069112
186.0000        1.7153566430        1.1235386917
186.5000        1.7246547147        1.1254691581
187.0000        1.7339499987        1.1273983245
187.5000        1.7432424860        1.1293262058
188.0000        1.7525321665        1.1312528172
188.5000        1.7618190293        1.1331781749
189.0000        1.7711030628        1.1351022954
189.5000        1.7803842545        1.1370251960
190.0000        1.7896625916        1.1389468939
190.5000        1.7989380606        1.1408674068
191.0000        1.8082106481        1.1427867524
191.5000        1.8174803405        1.1447049480
192.0000        1.8267471246        1.1466220104
192.5000        1.8360109875        1.1485379556
193.0000        1.8452719172        1.1504527989
193.5000        1.8545299026        1.1523665539
194.0000        1.8637849337        1.1542792330
194.5000        1.8730370017        1.1561908468
195.0000        1.8822860996        1.1581014042
195.5000        1.8915322215        1.1600109119
196.0000        1.9007753634        1.1619193749
196.5000        1.9100155227        1.1638267958
197.0000        1.9192526983        1.1657331757
197.5000        1.9284868906        1.1676385137
198.0000        1.9377181009        1.1695428074
198.5000        1.9469463318        1.1714460529
199.0000        1.9561715864        1.1733482458
199.5000        1.9653938680        1.1752493807
200.0000        1.9746131801        1.1771494522
200.5000        1.9838295262        1.1790484552
201.0000        1.9930429087        1.1809463850
201.5000        2.0022533294        1.1828432382
202.0000        2.0114607890        1.1847390127
202.5000        2.0206652868        1.1866337081
203.0000        2.0298668206        1.1885273259
203.5000        2.0390653866        1.1904198695
204.0000        2.0482609796        1.1923113445
204.5000        2.0574535929        1.1942017583
205.0000        2.0666432186        1.1960911203
205.5000        2.0758298477        1.1979794409
206.0000        2.0850134706        1.1998667322
206.5000        2.0941940773        1.2017530063
207.0000        2.1033716577        1.2036382758
207.5000        2.1125462025        1.2055225529
208.0000        2.1217177027        1.2074058489
208.5000        2.1308861509        1.2092881736
209.0000        2.1400515407        1.2111695352
209.5000        2.1492138675        1.2130499399
210.0000        2.1583731285        1.2149293918
210.5000        2.1675293225        1.2168078925
211.0000        2.1766824499        1.2186854418
211.5000        2.1858325126        1.2205620374
212.0000        2.1949795135        1.2224376760
212.5000        2.2041234565        1.2243123529
213.0000        2.2132643455        1.2261860635
213.5000        2.2224021846        1.2280588033
214.0000        2.2315369771        1.2299305689
214.5000        2.2406687252        1.2318013584
215.0000        2.2497974299        1.2336711724
215.5000        2.2589230903        1.2355400138
216.0000        2.2680457039        1.2374078886
216.5000        2.2771652659        1.2392748056
217.0000        2.2862817699        1.2411407767
217.5000        2.2953952077        1.2430058165
218.0000        2.3045055697        1.2448699414
218.5000        2.3136128455        1.2467331698
219.0000        2.3227168335        1.2485954788
219.5000        2.3318177006        1.2504569101
220.0000        2.3409154659        1.2523174746
220.5000        2.3500101269        1.2541771793
221.0000        2.3591016807        1.2560360318
221.5000        2.3681901240        1.2578940408
222.0000        2.3772754530        1.2597512155
222.5000        2.3863576633        1.2616075664
223.0000        2.3954367500        1.2634631045
223.5000        2.4045127079        1.2653178415
224.0000        2.4135855317        1.2671717898
224.5000        2.4226552156        1.2690249619
225.0000        2.4317217540        1.2708773705
225.5000        2.4407851414        1.2727290280
226.0000        2.4498453726        1.2745799468
226.5000        2.4589024427        1.2764301383
227.0000        2.4679563474        1.2782796134
227.5000        2.4770070827        1.2801283824
228.0000        2.4860546452        1.2819764546
228.5000        2.4950990323        1.2838238385
229.0000        2.5041402414        1.2856705420
229.5000        2.5131782705        1.2875165726
230.0000        2.5222131177        1.2893619373
230.5000        2.5312447812        1.2912066432
231.0000        2.5402732590        1.2930506973
231.5000        2.5492985492        1.2948941070
232.0000        2.5583206493        1.2967368804
232.5000        2.5673395564        1.2985790257
233.0000        2.5763552673        1.3004205523
233.5000        2.5853677783        1.3022614699
234.0000        2.5943770855        1.3041017887
234.5000        2.6033831844        1.3059415196
235.0000        2.6123860705        1.3077806735
235.5000        2.6213857394        1.3096192611
236.0000        2.6303821866        1.3114572932
236.5000        2.6393754080        1.3132947797
237.0000        2.6483653999        1.3151317301
237.5000        2.6573521590        1.3169681529
